ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5791	"ENSG00000241544.2"	"LINC02029"	chr3	+	157087858	157088536	157087858	157088011	157088286	157088536
5792	"ENSG00000099958.14"	"DERL3"	chr22	-	23834502	23837154	23834502	23834932	23837063	23837154
5793	"ENSG00000099958.14"	"DERL3"	chr22	-	23838710	23839004	23838710	23838776	23838894	23839004
5794	"ENSG00000099958.14"	"DERL3"	chr22	-	23836733	23837154	23836733	23836962	23837063	23837154
5795	"ENSG00000166783.22"	"MARF1"	chr16	-	15634756	15636342	15634756	15634931	15635655	15636342
5796	"ENSG00000174996.11"	"KLC2"	chr11	+	66266432	66267859	66266432	66266490	66266872	66267859
5797	"ENSG00000255087.4"	"AP001993.1"	chr11	+	127053337	127054334	127053337	127053688	127054014	127054334
5798	"ENSG00000198105.14"	"ZNF248"	chr10	-	37828764	37833116	37828764	37831312	37833024	37833116
5799	"ENSG00000228789.7"	"HCG22"	chr6	+	31056217	31056910	31056217	31056510	31056514	31056910
5800	"ENSG00000049089.15"	"COL9A2"	chr1	-	40312058	40312479	40312058	40312112	40312455	40312479
5801	"ENSG00000255346.10"	"NOX5"	chr15	+	69028214	69031812	69028214	69028365	69031601	69031812
5802	"ENSG00000255346.10"	"NOX5"	chr15	+	69028214	69031812	69028214	69028365	69031517	69031812
5803	"ENSG00000120314.18"	"WDR55"	chr5	+	140668233	140668502	140668233	140668334	140668414	140668502
5804	"ENSG00000120314.18"	"WDR55"	chr5	+	140668890	140669248	140668890	140668990	140669078	140669248
5805	"ENSG00000155666.11"	"KDM8"	chr16	+	27210092	27210621	27210092	27210367	27210581	27210621
5806	"ENSG00000269713.7"	"NBPF9"	chr1	-	149060522	149061383	149060522	149060695	149061331	149061383
5807	"ENSG00000269713.7"	"NBPF9"	chr1	-	149081964	149082311	149081964	149082174	149082271	149082311
5808	"ENSG00000164007.11"	"CLDN19"	chr1	-	42733092	42736030	42733092	42735134	42735877	42736030
5809	"ENSG00000137496.18"	"IL18BP"	chr11	+	71999227	71999662	71999227	71999370	71999616	71999662
5810	"ENSG00000172250.16"	"SERHL"	chr22	+	42502350	42502768	42502350	42502392	42502748	42502768
5811	"ENSG00000172250.16"	"SERHL"	chr22	+	42510630	42511927	42510630	42510724	42511815	42511927
5812	"ENSG00000158220.14"	"ESYT3"	chr3	+	138470059	138471026	138470059	138470146	138470876	138471026
5813	"ENSG00000254863.2"	"LINC02744"	chr11	-	119987951	119988901	119987951	119988227	119988590	119988901
5814	"ENSG00000134901.13"	"POGLUT2"	chr13	-	102790900	102791430	102790900	102791138	102791257	102791430
5815	"ENSG00000161204.11"	"ABCF3"	chr3	+	184192600	184192896	184192600	184192689	184192804	184192896
5816	"ENSG00000161204.11"	"ABCF3"	chr3	+	184189087	184189277	184189087	184189144	184189254	184189277
5817	"ENSG00000161204.11"	"ABCF3"	chr3	+	184189254	184189443	184189254	184189277	184189387	184189443
5818	"ENSG00000161204.11"	"ABCF3"	chr3	+	184186506	184186875	184186506	184186654	184186795	184186875
5819	"ENSG00000161204.11"	"ABCF3"	chr3	+	184186506	184186875	184186506	184186636	184186795	184186875
5820	"ENSG00000161204.11"	"ABCF3"	chr3	+	184189387	184189757	184189387	184189443	184189556	184189757
5821	"ENSG00000161204.11"	"ABCF3"	chr3	+	184187396	184187761	184187396	184187443	184187663	184187761
5822	"ENSG00000161204.11"	"ABCF3"	chr3	+	184187663	184187983	184187663	184187761	184187860	184187983
5823	"ENSG00000092096.16"	"SLC22A17"	chr14	-	23351947	23352451	23351947	23352127	23352405	23352451
5824	"ENSG00000214145.7"	"LINC00887"	chr3	-	194301198	194303465	194301198	194301591	194303358	194303465
5825	"ENSG00000084444.14"	"FAM234B"	chr12	+	13080624	13083449	13080624	13080914	13083002	13083449
5826	"ENSG00000187630.17"	"DHRS4L2"	chr14	+	24001383	24001517	24001383	24001482	24001484	24001517
5827	"ENSG00000187630.17"	"DHRS4L2"	chr14	+	24000862	24001084	24000862	24000933	24001032	24001084
5828	"ENSG00000197870.12"	"PRB3"	chr12	-	11267175	11268148	11267175	11267518	11267644	11268148
5829	"ENSG00000229240.9"	"LINC00710"	chr10	-	10946064	10946600	10946064	10946094	10946511	10946600
5830	"ENSG00000229240.9"	"LINC00710"	chr10	-	10946785	10948403	10946785	10947556	10948252	10948403
5831	"ENSG00000229240.9"	"LINC00710"	chr10	-	10946785	10947556	10946785	10947319	10947445	10947556
5832	"ENSG00000229240.9"	"LINC00710"	chr10	-	10946785	10947319	10946785	10947122	10947250	10947319
5833	"ENSG00000229240.9"	"LINC00710"	chr10	-	10934523	10935413	10934523	10934871	10935052	10935413
5834	"ENSG00000168283.14"	"BMI1"	chr10	+	22326430	22326986	22326430	22326561	22326889	22326986
5835	"ENSG00000006534.16"	"ALDH3B1"	chr11	+	68015296	68018637	68015296	68015459	68018526	68018637
5836	"ENSG00000159176.14"	"CSRP1"	chr1	-	201485282	201488984	201485282	201485376	201488854	201488984
5837	"ENSG00000230131.6"	"LINC02641"	chr10	+	123361318	123362147	123361318	123361550	123361888	123362147
5838	"ENSG00000156515.23"	"HK1"	chr10	+	69384332	69384915	69384332	69384481	69384795	69384915
5839	"ENSG00000226312.7"	"CFLAR-AS1"	chr2	-	201148733	201149200	201148733	201148871	201149124	201149200
5840	"ENSG00000072210.19"	"ALDH3A2"	chr17	+	19648750	19649124	19648750	19648877	19649001	19649124
5841	"ENSG00000072210.19"	"ALDH3A2"	chr17	+	19663332	19665047	19663332	19663499	19664947	19665047
5842	"ENSG00000072210.19"	"ALDH3A2"	chr17	+	19648780	19649124	19648780	19648843	19648934	19649124
5843	"ENSG00000072210.19"	"ALDH3A2"	chr17	+	19648750	19649124	19648750	19648830	19648952	19649124
5844	"ENSG00000003509.16"	"NDUFAF7"	chr2	+	37241577	37242693	37241577	37241791	37242634	37242693
5845	"ENSG00000003509.16"	"NDUFAF7"	chr2	+	37241577	37242693	37241577	37241637	37242634	37242693
5846	"ENSG00000160593.19"	"JAML"	chr11	-	118196734	118198091	118196734	118196821	118197997	118198091
5847	"ENSG00000160593.19"	"JAML"	chr11	-	118200473	118203665	118200473	118200612	118203427	118203665
5848	"ENSG00000160593.19"	"JAML"	chr11	-	118196734	118198091	118196734	118196821	118197967	118198091
5849	"ENSG00000258461.5"	"AC012651.1"	chr15	+	42402123	42403002	42402123	42402135	42402793	42403002
5850	"ENSG00000106261.17"	"ZKSCAN1"	chr7	+	100023418	100023932	100023418	100023461	100023551	100023932
5851	"ENSG00000135655.16"	"USP15"	chr12	+	62383839	62384302	62383839	62383998	62384077	62384302
5852	"ENSG00000180210.15"	"F2"	chr11	+	46723179	46723518	46723179	46723285	46723381	46723518
5853	"ENSG00000172243.18"	"CLEC7A"	chr12	-	10129979	10130257	10129979	10130097	10130202	10130257
5854	"ENSG00000172243.18"	"CLEC7A"	chr12	-	10116776	10118590	10116776	10117249	10118153	10118590
5855	"ENSG00000172243.18"	"CLEC7A"	chr12	-	10126570	10127845	10126570	10126708	10127746	10127845
5856	"ENSG00000165588.17"	"OTX2"	chr14	-	56800738	56802355	56800738	56801881	56802244	56802355
5857	"ENSG00000165588.17"	"OTX2"	chr14	-	56810158	56810448	56810158	56810222	56810375	56810448
5858	"ENSG00000004139.14"	"SARM1"	chr17	+	28388173	28388539	28388173	28388276	28388359	28388539
5859	"ENSG00000004139.14"	"SARM1"	chr17	+	28388173	28388539	28388173	28388276	28388349	28388539
5860	"ENSG00000196498.13"	"NCOR2"	chr12	-	124334423	124335280	124334423	124334617	124335134	124335280
5861	"ENSG00000166391.15"	"MOGAT2"	chr11	+	75727969	75728989	75727969	75728144	75728789	75728989
5862	"ENSG00000092330.18"	"TINF2"	chr14	-	24239642	24240155	24239642	24239931	24240063	24240155
5863	"ENSG00000249364.6"	"AC112206.2"	chr5	+	67797349	67797756	67797349	67797492	67797628	67797756
5864	"ENSG00000249364.6"	"AC112206.2"	chr5	+	67797349	67797756	67797349	67797507	67797628	67797756
5865	"ENSG00000138750.15"	"NUP54"	chr4	-	76117663	76118194	76117663	76117774	76118074	76118194
5866	"ENSG00000138750.15"	"NUP54"	chr4	-	76117663	76118194	76117663	76117742	76118074	76118194
5867	"ENSG00000177054.14"	"ZDHHC13"	chr11	+	19166301	19170568	19166301	19166385	19170410	19170568
5868	"ENSG00000179676.7"	"LINC00305"	chr18	-	64148774	64149074	64148774	64148857	64148952	64149074
5869	"ENSG00000196517.12"	"SLC6A9"	chr1	-	44000766	44001055	44000766	44000867	44000955	44001055
5870	"ENSG00000111664.10"	"GNB3"	chr12	+	6841257	6841624	6841257	6841344	6841585	6841624
5871	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271139	1271632	1271139	1271365	1271550	1271632
5872	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271139	1271632	1271139	1271467	1271550	1271632
5873	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271980	1273172	1271980	1272051	1272426	1273172
5874	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271139	1271467	1271139	1271246	1271328	1271467
5875	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271980	1274810	1271980	1272051	1274306	1274810
5876	"ENSG00000099622.14"	"CIRBP"	chr19	+	1270927	1271467	1270927	1271036	1271328	1271467
5877	"ENSG00000099622.14"	"CIRBP"	chr19	+	1270927	1271467	1270927	1271036	1271139	1271467
5878	"ENSG00000099622.14"	"CIRBP"	chr19	+	1274306	1274810	1274306	1274440	1274651	1274810
5879	"ENSG00000099622.14"	"CIRBP"	chr19	+	1274306	1274810	1274306	1274440	1274648	1274810
5880	"ENSG00000081041.9"	"CXCL2"	chr4	-	74098798	74099195	74098798	74098922	74099020	74099195
5881	"ENSG00000108107.14"	"RPL28"	chr19	+	55386569	55388048	55386569	55386674	55387929	55388048
5882	"ENSG00000108107.14"	"RPL28"	chr19	+	55386569	55388048	55386569	55386693	55387929	55388048
5883	"ENSG00000110811.20"	"P3H3"	chr12	+	6833591	6834049	6833591	6833644	6833924	6834049
5884	"ENSG00000089693.10"	"MLF2"	chr12	-	6750176	6750766	6750176	6750305	6750712	6750766
5885	"ENSG00000032444.16"	"PNPLA6"	chr19	+	7542760	7543084	7542760	7542928	7543006	7543084
5886	"ENSG00000189077.11"	"TMEM120A"	chr7	-	75988082	75988341	75988082	75988148	75988251	75988341
5887	"ENSG00000198837.10"	"DENND4B"	chr1	-	153930691	153931064	153930691	153930857	153930946	153931064
5888	"ENSG00000198837.10"	"DENND4B"	chr1	-	153930538	153931064	153930538	153930603	153930691	153931064
5889	"ENSG00000100564.9"	"PIGH"	chr14	-	67593742	67593952	67593742	67593813	67593909	67593952
5890	"ENSG00000156675.16"	"RAB11FIP1"	chr8	-	37870419	37873278	37870419	37870528	37871277	37873278
5891	"ENSG00000213983.12"	"AP1G2"	chr14	-	23562503	23563638	23562503	23562593	23563379	23563638
5892	"ENSG00000213983.12"	"AP1G2"	chr14	-	23563379	23563638	23563379	23563502	23563583	23563638
5893	"ENSG00000213983.12"	"AP1G2"	chr14	-	23563583	23563856	23563583	23563609	23563715	23563856
5894	"ENSG00000213983.12"	"AP1G2"	chr14	-	23563583	23563856	23563583	23563638	23563715	23563856
5895	"ENSG00000213983.12"	"AP1G2"	chr14	-	23565815	23566160	23565815	23565892	23566063	23566160
5896	"ENSG00000213983.12"	"AP1G2"	chr14	-	23563715	23564221	23563715	23563856	23564045	23564221
5897	"ENSG00000213983.12"	"AP1G2"	chr14	-	23561961	23562415	23561961	23562066	23562287	23562415
5898	"ENSG00000213983.12"	"AP1G2"	chr14	-	23565605	23566160	23565605	23565701	23565815	23566160
5899	"ENSG00000213983.12"	"AP1G2"	chr14	-	23565605	23566160	23565605	23565701	23566063	23566160
5900	"ENSG00000213983.12"	"AP1G2"	chr14	-	23561511	23562415	23561511	23561635	23561961	23562415
5901	"ENSG00000160882.12"	"CYP11B1"	chr8	-	142875711	142876395	142875711	142875878	142876240	142876395
5902	"ENSG00000174106.3"	"LEMD3"	chr12	+	65245668	65245939	65245668	65245774	65245860	65245939
5903	"ENSG00000005844.18"	"ITGAL"	chr16	+	30473964	30474298	30473964	30474083	30474195	30474298
5904	"ENSG00000130726.12"	"TRIM28"	chr19	+	58549736	58550035	58549736	58549860	58549948	58550035
5905	"ENSG00000130726.12"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548885	58548910
5906	"ENSG00000130726.12"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910
5907	"ENSG00000115042.10"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95410863	95411026
5908	"ENSG00000099326.9"	"MZF1"	chr19	-	58570343	58571429	58570343	58570527	58570993	58571429
5909	"ENSG00000185324.22"	"CDK10"	chr16	+	89693273	89694232	89693273	89693467	89694172	89694232
5910	"ENSG00000185324.22"	"CDK10"	chr16	+	89693273	89693467	89693273	89693326	89693397	89693467
5911	"ENSG00000198001.13"	"AC093012.1"	chr12	+	43772911	43773072	43772911	43773042	43773044	43773072
5912	"ENSG00000144591.18"	"GMPPA"	chr2	+	219506253	219506422	219506253	219506322	219506323	219506422
5913	"ENSG00000144591.18"	"GMPPA"	chr2	+	219506253	219506987	219506253	219506422	219506697	219506987
5914	"ENSG00000144591.18"	"GMPPA"	chr2	+	219505457	219505761	219505457	219505555	219505714	219505761
5915	"ENSG00000144591.18"	"GMPPA"	chr2	+	219505457	219505761	219505457	219505555	219505694	219505761
5916	"ENSG00000144591.18"	"GMPPA"	chr2	+	219501475	219502037	219501475	219501579	219501850	219502037
5917	"ENSG00000144591.18"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500218	219501475	219502037
5918	"ENSG00000135775.14"	"COG2"	chr1	+	230669355	230671640	230669355	230669535	230671515	230671640
5919	"ENSG00000115317.11"	"HTRA2"	chr2	+	74531338	74531702	74531338	74531371	74531566	74531702
5920	"ENSG00000115317.11"	"HTRA2"	chr2	+	74531338	74531702	74531338	74531371	74531596	74531702
5921	"ENSG00000115317.11"	"HTRA2"	chr2	+	74531338	74531702	74531338	74531411	74531596	74531702
5922	"ENSG00000034533.11"	"ASTE1"	chr3	-	131024004	131025331	131024004	131024238	131025163	131025331
5923	"ENSG00000167799.10"	"NUDT8"	chr11	-	67627937	67628400	67627937	67628251	67628322	67628400
5924	"ENSG00000256654.4"	"AC005906.2"	chr12	+	5021687	5022694	5021687	5021842	5022490	5022694
5925	"ENSG00000256654.4"	"AC005906.2"	chr12	+	5021687	5022694	5021687	5021768	5022490	5022694
5926	"ENSG00000007171.18"	"NOS2"	chr17	-	27780766	27780906	27780766	27780835	27780877	27780906
5927	"ENSG00000182220.15"	"ATP6AP2"	chrX	+	40599591	40600881	40599591	40599741	40600781	40600881
5928	"ENSG00000182220.15"	"ATP6AP2"	chrX	+	40599591	40600881	40599591	40599741	40600768	40600881
5929	"ENSG00000182220.15"	"ATP6AP2"	chrX	+	40599591	40600881	40599591	40599741	40600761	40600881
5930	"ENSG00000103423.14"	"DNAJA3"	chr16	+	4442267	4443164	4442267	4442420	4443016	4443164
5931	"ENSG00000168066.20"	"SF1"	chr11	-	64764605	64766155	64764605	64765518	64765950	64766155
5932	"ENSG00000167419.11"	"LPO"	chr17	+	58249059	58249695	58249059	58249177	58249565	58249695
5933	"ENSG00000167419.11"	"LPO"	chr17	+	58242977	58244081	58242977	58243055	58243993	58244081
5934	"ENSG00000174080.11"	"CTSF"	chr11	-	66565670	66565927	66565670	66565749	66565830	66565927
5935	"ENSG00000174080.11"	"CTSF"	chr11	-	66564087	66564648	66564087	66564146	66564557	66564648
5936	"ENSG00000174080.11"	"CTSF"	chr11	-	66565670	66565927	66565670	66565751	66565830	66565927
5937	"ENSG00000135372.9"	"NAT10"	chr11	+	34143444	34143528	34143444	34143499	34143500	34143528
5938	"ENSG00000060718.22"	"COL11A1"	chr1	-	103001259	103001969	103001259	103001631	103001924	103001969
5939	"ENSG00000233215.6"	"LINC01687"	chr21	-	22062008	22062648	22062008	22062165	22062553	22062648
5940	"ENSG00000168701.19"	"TMEM208"	chr16	+	67228796	67229278	67228796	67228836	67228975	67229278
5941	"ENSG00000168701.19"	"TMEM208"	chr16	+	67228494	67228881	67228494	67228631	67228796	67228881
5942	"ENSG00000168701.19"	"TMEM208"	chr16	+	67228796	67229278	67228796	67228881	67228975	67229278
5943	"ENSG00000168701.19"	"TMEM208"	chr16	+	67228494	67228881	67228494	67228657	67228796	67228881
5944	"ENSG00000060971.18"	"ACAA1"	chr3	-	38125825	38126700	38125825	38125881	38126161	38126700
5945	"ENSG00000060971.18"	"ACAA1"	chr3	-	38126161	38126700	38126161	38126341	38126509	38126700
5946	"ENSG00000060971.18"	"ACAA1"	chr3	-	38125825	38126700	38125825	38125881	38126509	38126700
5947	"ENSG00000125459.16"	"MSTO1"	chr1	+	155610240	155610560	155610240	155610332	155610424	155610560
5948	"ENSG00000125459.16"	"MSTO1"	chr1	+	155611215	155611603	155611215	155611291	155611426	155611603
5949	"ENSG00000125459.16"	"MSTO1"	chr1	+	155611215	155611603	155611215	155611291	155611548	155611603
5950	"ENSG00000125459.16"	"MSTO1"	chr1	+	155611215	155611603	155611215	155611355	155611548	155611603
5951	"ENSG00000167778.9"	"SPRYD3"	chr12	-	53074648	53075219	53074648	53074784	53075094	53075219
5952	"ENSG00000100462.16"	"PRMT5"	chr14	-	22920528	22921056	22920528	22920731	22920987	22921056
5953	"ENSG00000100462.16"	"PRMT5"	chr14	-	22928125	22928615	22928125	22928241	22928496	22928615
5954	"ENSG00000100462.16"	"PRMT5"	chr14	-	22920528	22921056	22920528	22920731	22920839	22921056
5955	"ENSG00000100462.16"	"PRMT5"	chr14	-	22928125	22928615	22928125	22928211	22928496	22928615
5956	"ENSG00000249406.3"	"AC015909.1"	chr17	+	50214100	50214775	50214100	50214174	50214607	50214775
5957	"ENSG00000249406.3"	"AC015909.1"	chr17	+	50214100	50214775	50214100	50214174	50214409	50214775
5958	"ENSG00000249406.3"	"AC015909.1"	chr17	+	50214100	50214775	50214100	50214316	50214409	50214775
5959	"ENSG00000249406.3"	"AC015909.1"	chr17	+	50214100	50214775	50214100	50214530	50214607	50214775
5960	"ENSG00000168256.18"	"NKIRAS2"	chr17	+	42022398	42022640	42022398	42022472	42022564	42022640
5961	"ENSG00000168256.18"	"NKIRAS2"	chr17	+	42022398	42022640	42022398	42022472	42022569	42022640
5962	"ENSG00000246695.8"	"RASSF8-AS1"	chr12	-	25952757	25955241	25952757	25953076	25955137	25955241
5963	"ENSG00000134574.11"	"DDB2"	chr11	+	47234756	47235412	47234756	47234934	47235269	47235412
5964	"ENSG00000022277.12"	"RTF2"	chr20	+	56516934	56517201	56516934	56516989	56517105	56517201
5965	"ENSG00000249803.6"	"AC112178.1"	chr5	+	136520174	136521145	136520174	136520274	136520747	136521145
5966	"ENSG00000249803.6"	"AC112178.1"	chr5	+	136520174	136521145	136520174	136520274	136520649	136521145
5967	"ENSG00000162066.15"	"AMDHD2"	chr16	+	2528451	2528718	2528451	2528559	2528649	2528718
5968	"ENSG00000162066.15"	"AMDHD2"	chr16	+	2520768	2521123	2520768	2520905	2520983	2521123
5969	"ENSG00000198901.14"	"PRC1"	chr15	-	90981498	90981981	90981498	90981669	90981747	90981981
5970	"ENSG00000248455.6"	"LINC02217"	chr5	+	17440113	17441082	17440113	17440184	17441007	17441082
5971	"ENSG00000205301.12"	"MGAT4D"	chr4	-	140456588	140459626	140456588	140456719	140459511	140459626
5972	"ENSG00000104957.14"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759099	13759272
5973	"ENSG00000171872.5"	"KLF17"	chr1	+	44129352	44130196	44129352	44129560	44130033	44130196
5974	"ENSG00000167522.16"	"ANKRD11"	chr16	-	89290624	89291183	89290624	89290828	89291012	89291183
5975	"ENSG00000167522.16"	"ANKRD11"	chr16	-	89286038	89288670	89286038	89286186	89288527	89288670
5976	"ENSG00000196378.12"	"ZNF34"	chr8	-	144778037	144778525	144778037	144778164	144778438	144778525
5977	"ENSG00000178980.15"	"SELENOW"	chr19	+	47780724	47780749	47780724	47780731	47780734	47780749
5978	"ENSG00000075711.21"	"DLG1"	chr3	-	197065275	197065809	197065275	197065448	197065707	197065809
5979	"ENSG00000075711.21"	"DLG1"	chr3	-	197065275	197065809	197065275	197065464	197065707	197065809
5980	"ENSG00000204580.13"	"DDR1"	chr6	+	30888687	30889010	30888687	30888814	30888907	30889010
5981	"ENSG00000204580.13"	"DDR1"	chr6	+	30888687	30889010	30888687	30888814	30888936	30889010
5982	"ENSG00000167459.17"	"LINC00905"	chr19	+	16034479	16035012	16034479	16034637	16034740	16035012
5983	"ENSG00000003436.16"	"TFPI"	chr2	-	187484123	187484987	187484123	187484216	187484810	187484987
5984	"ENSG00000147099.21"	"HDAC8"	chrX	-	72329567	72330876	72329567	72330076	72330815	72330876
5985	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030
5986	"ENSG00000149292.16"	"TTC12"	chr11	+	113315950	113316315	113315950	113316053	113316242	113316315
5987	"ENSG00000222009.8"	"BTBD19"	chr1	+	44812995	44813269	44812995	44813064	44813137	44813269
5988	"ENSG00000132286.12"	"TIMM10B"	chr11	+	6481500	6481852	6481500	6481555	6481756	6481852
5989	"ENSG00000204296.11"	"TSBP1"	chr6	-	32366272	32366302	32366272	32366281	32366285	32366302
5990	"ENSG00000204296.11"	"TSBP1"	chr6	-	32330588	32330609	32330588	32330599	32330603	32330609
5991	"ENSG00000006025.12"	"OSBPL7"	chr17	-	47816106	47816482	47816106	47816202	47816387	47816482
5992	"ENSG00000006025.12"	"OSBPL7"	chr17	-	47807372	47808399	47807372	47807836	47808190	47808399
5993	"ENSG00000170477.13"	"KRT4"	chr12	-	52813596	52814116	52813596	52813728	52813847	52814116
5994	"ENSG00000165810.17"	"BTNL9"	chr5	+	181055432	181056015	181055432	181055453	181055988	181056015
5995	"ENSG00000165810.17"	"BTNL9"	chr5	+	181053468	181054259	181053468	181053501	181054238	181054259
5996	"ENSG00000237435.10"	"LINC02790"	chr1	+	95991976	95992509	95991976	95992238	95992402	95992509
5997	"ENSG00000237435.10"	"LINC02790"	chr1	+	95992025	95992509	95992025	95992122	95992402	95992509
5998	"ENSG00000186815.12"	"TPCN1"	chr12	+	113291873	113293073	113291873	113291958	113292933	113293073
5999	"ENSG00000186815.12"	"TPCN1"	chr12	+	113288162	113288847	113288162	113288234	113288757	113288847
6000	"ENSG00000188163.8"	"FAM166A"	chr9	-	137245306	137245853	137245306	137245557	137245638	137245853
6001	"ENSG00000102796.11"	"DHRS12"	chr13	-	51767994	51769293	51767994	51768296	51769155	51769293
6002	"ENSG00000126777.18"	"KTN1"	chr14	+	55671565	55671877	55671565	55671655	55671784	55671877
6003	"ENSG00000149483.12"	"TMEM138"	chr11	+	61364249	61364518	61364249	61364315	61364432	61364518
6004	"ENSG00000143127.13"	"ITGA10"	chr1	-	145902453	145902961	145902453	145902619	145902810	145902961
6005	"ENSG00000278311.5"	"GGNBP2"	chr17	+	36577982	36579419	36577982	36578186	36579244	36579419
6006	"ENSG00000185988.15"	"PLK5"	chr19	+	1529405	1529824	1529405	1529490	1529746	1529824
6007	"ENSG00000004059.11"	"ARF5"	chr7	+	127589484	127590137	127589484	127589594	127590065	127590137
6008	"ENSG00000118961.15"	"LDAH"	chr2	-	20685546	20687094	20685546	20685657	20686906	20687094
6009	"ENSG00000233058.2"	"LINC00884"	chr3	+	194487145	194488726	194487145	194487172	194488598	194488726
6010	"ENSG00000184575.12"	"XPOT"	chr12	+	64425037	64425457	64425037	64425182	64425337	64425457
6011	"ENSG00000184575.12"	"XPOT"	chr12	+	64425037	64425457	64425037	64425138	64425337	64425457
6012	"ENSG00000099625.13"	"CBARP"	chr19	-	1228286	1231275	1228286	1230142	1231100	1231275
6013	"ENSG00000234772.2"	"LINC00412"	chr13	-	27236281	27236587	27236281	27236356	27236444	27236587
6014	"ENSG00000090447.12"	"TFAP4"	chr16	-	4260089	4260595	4260089	4260245	4260454	4260595
6015	"ENSG00000090447.12"	"TFAP4"	chr16	-	4261778	4262422	4261778	4261949	4262323	4262422
6016	"ENSG00000166965.12"	"RCCD1"	chr15	+	90956611	90957503	90956611	90956900	90957112	90957503
6017	"ENSG00000047365.12"	"ARAP2"	chr4	-	36073688	36073823	36073688	36073699	36073700	36073823
6018	"ENSG00000159337.7"	"PLA2G4D"	chr15	-	42069908	42070883	42069908	42070095	42070716	42070883
6019	"ENSG00000204929.13"	"AC007389.1"	chr2	+	65732892	65733389	65732892	65732956	65733239	65733389
6020	"ENSG00000168928.13"	"CTRB2"	chr16	-	75205741	75205992	75205741	75205820	75205912	75205992
6021	"ENSG00000168928.13"	"CTRB2"	chr16	-	75204772	75205513	75204772	75204906	75205332	75205513
6022	"ENSG00000166800.10"	"LDHAL6A"	chr11	+	18476383	18476501	18476383	18476487	18476488	18476501
6023	"ENSG00000103855.18"	"CD276"	chr15	+	73712933	73714514	73712933	73713063	73713289	73714514
6024	"ENSG00000164039.15"	"BDH2"	chr4	-	103085348	103086540	103085348	103085462	103085698	103086540
6025	"ENSG00000164039.15"	"BDH2"	chr4	-	103085348	103086540	103085348	103085462	103086479	103086540
6026	"ENSG00000221926.12"	"TRIM16"	chr17	-	15683035	15684299	15683035	15683157	15684195	15684299
6027	"ENSG00000230102.8"	"LINC02028"	chr3	-	194057636	194058147	194057636	194057815	194058059	194058147
6028	"ENSG00000110844.13"	"PRPF40B"	chr12	+	49633013	49633547	49633013	49633124	49633426	49633547
6029	"ENSG00000110844.13"	"PRPF40B"	chr12	+	49642234	49642675	49642234	49642372	49642579	49642675
6030	"ENSG00000155719.17"	"OTOA"	chr16	+	21719132	21719504	21719132	21719191	21719386	21719504
6031	"ENSG00000137203.13"	"TFAP2A"	chr6	-	10409900	10410335	10409900	10410138	10410281	10410335
6032	"ENSG00000180525.12"	"PRR26"	chr10	+	650110	650442	650110	650178	650290	650442
6033	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47973518	47974031	47973518	47973650	47973930	47974031
6034	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47981436	47981768	47981436	47981459	47981586	47981768
6035	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47971121	47971407	47971121	47971152	47971361	47971407
6036	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47971121	47971407	47971121	47971171	47971361	47971407
6037	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47975513	47976013	47975513	47975638	47975868	47976013
6038	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47973518	47974031	47973518	47973696	47973930	47974031
6039	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47974399	47975337	47974399	47974448	47975171	47975337
6040	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47975513	47976013	47975513	47975653	47975868	47976013
6041	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47973518	47974031	47973518	47973693	47973930	47974031
6042	"ENSG00000108465.15"	"CDK5RAP3"	chr17	+	47974399	47975337	47974399	47974448	47975158	47975337
6043	"ENSG00000242485.6"	"MRPL20"	chr1	-	1405808	1407019	1405808	1405886	1406908	1407019
6044	"ENSG00000061273.18"	"HDAC7"	chr12	-	47789812	47791308	47789812	47789920	47791258	47791308
6045	"ENSG00000061273.18"	"HDAC7"	chr12	-	47791870	47792669	47791870	47792004	47792537	47792669
6046	"ENSG00000061273.18"	"HDAC7"	chr12	-	47784078	47785471	47784078	47784217	47785386	47785471
6047	"ENSG00000165487.14"	"MICU2"	chr13	-	21495160	21496160	21495160	21495318	21496051	21496160
